TEAM_ID,ABBREVIATION,date,rating
1610612752,NYK,2015-11-10,1490.3109102383664
1610612753,ORL,2015-11-10,1482.7710914891495
1610612754,IND,2015-11-10,1503.9261942237406
1610612755,PHI,2015-11-10,1435.7950432000825
1610612756,PHX,2015-11-10,1490.6214651168168
1610612757,POR,2015-11-10,1499.7070459016247
1610612758,SAC,2015-11-10,1446.5127469462034
1610612759,SAS,2015-11-10,1527.3714648077914
1610612760,OKC,2015-11-10,1507.9000438972284
1610612761,TOR,2015-11-10,1524.5035404277062
1610612762,UTA,2015-11-10,1519.1488755060043
1610612763,MEM,2015-11-10,1480.5748176829702
1610612764,WAS,2015-11-10,1499.1025899179158
1610612765,DET,2015-11-10,1528.338012695683
1610612766,CHA,2015-11-10,1483.5102973983085
1610612739,CLE,2015-11-10,1546.2116612684686
1610612744,GSW,2015-11-10,1572.748212884534
1610612737,ATL,2015-11-11,1542.692230143099
1610612738,BOS,2015-11-11,1501.4464459581886
1610612740,NOP,2015-11-11,1456.1247566769173
1610612741,CHI,2015-11-11,1515.189646679081
1610612742,DAL,2015-11-11,1486.9136992435924
1610612743,DEN,2015-11-11,1492.447146599971
1610612745,HOU,2015-11-11,1512.8882417584068
1610612746,LAC,2015-11-11,1527.2679718203083
1610612747,LAL,2015-11-11,1452.591757566522
1610612748,MIA,2015-11-11,1518.883165507955
1610612749,MIL,2015-11-11,1499.1438192265646
1610612750,MIN,2015-11-11,1509.586489458089
1610612751,BKN,2015-11-11,1434.705661230647
1610612752,NYK,2015-11-11,1501.2918882419958
1610612753,ORL,2015-11-11,1482.7710914891495
1610612754,IND,2015-11-11,1503.9261942237406
1610612755,PHI,2015-11-11,1435.7950432000825
1610612756,PHX,2015-11-11,1490.6214651168168
1610612757,POR,2015-11-11,1499.7070459016247
1610612758,SAC,2015-11-11,1446.5127469462034
1610612759,SAS,2015-11-11,1527.3714648077914
1610612760,OKC,2015-11-11,1517.646886919636
1610612761,TOR,2015-11-11,1513.5225624240768
1610612762,UTA,2015-11-11,1509.9262335717076
1610612763,MEM,2015-11-11,1480.5748176829702
1610612764,WAS,2015-11-11,1489.3557468955082
1610612765,DET,2015-11-11,1528.338012695683
1610612766,CHA,2015-11-11,1494.5752519263722
1610612739,CLE,2015-11-11,1555.4343032027652
1610612744,GSW,2015-11-11,1572.748212884534
1610612737,ATL,2015-11-12,1550.2509298180605
1610612738,BOS,2015-11-12,1491.5178176386632
1610612740,NOP,2015-11-12,1448.5660570019559
1610612741,CHI,2015-11-12,1515.189646679081
1610612742,DAL,2015-11-12,1498.069993553398
1610612743,DEN,2015-11-12,1502.6398684666149
1610612745,HOU,2015-11-12,1500.6751950176854
1610612746,LAC,2015-11-12,1516.1116775105027
1610612747,LAL,2015-11-12,1443.4582105302718
1610612748,MIA,2015-11-12,1518.883165507955
1610612749,MIL,2015-11-12,1488.9510973599206
1610612750,MIN,2015-11-12,1509.586489458089
1610612751,BKN,2015-11-12,1446.9187079713683
1610612752,NYK,2015-11-12,1491.0985919882457
1610612753,ORL,2015-11-12,1491.9046385253996
1610612754,IND,2015-11-12,1513.854822543266
1610612755,PHI,2015-11-12,1427.9956300897902
1610612756,PHX,2015-11-12,1490.6214651168168
1610612757,POR,2015-11-12,1490.501613386944
1610612758,SAC,2015-11-12,1458.825269281764
1610612759,SAS,2015-11-12,1536.5768973224722
1610612760,OKC,2015-11-12,1517.646886919636
1610612761,TOR,2015-11-12,1521.3219755343691
1610612762,UTA,2015-11-12,1509.9262335717076
1610612763,MEM,2015-11-12,1473.1672445345575
1610612764,WAS,2015-11-12,1489.3557468955082
1610612765,DET,2015-11-12,1516.0254903601224
1610612766,CHA,2015-11-12,1504.7685481801223
1610612739,CLE,2015-11-12,1555.4343032027652
1610612744,GSW,2015-11-12,1580.1557860329467
1610612737,ATL,2015-11-13,1550.2509298180605
1610612738,BOS,2015-11-13,1491.5178176386632
1610612740,NOP,2015-11-13,1448.5660570019559
1610612741,CHI,2015-11-13,1515.189646679081
1610612742,DAL,2015-11-13,1498.069993553398
1610612743,DEN,2015-11-13,1502.6398684666149
1610612745,HOU,2015-11-13,1500.6751950176854
1610612746,LAC,2015-11-13,1505.3793237586565
1610612747,LAL,2015-11-13,1443.4582105302718
1610612748,MIA,2015-11-13,1528.6254213811628
1610612749,MIL,2015-11-13,1488.9510973599206
1610612750,MIN,2015-11-13,1501.5901583823284
1610612751,BKN,2015-11-13,1446.9187079713683
1610612752,NYK,2015-11-13,1491.0985919882457
1610612753,ORL,2015-11-13,1491.9046385253996
1610612754,IND,2015-11-13,1513.854822543266
1610612755,PHI,2015-11-13,1427.9956300897902
1610612756,PHX,2015-11-13,1501.353818868663
1610612757,POR,2015-11-13,1490.501613386944
1610612758,SAC,2015-11-13,1458.825269281764
1610612759,SAS,2015-11-13,1536.5768973224722
1610612760,OKC,2015-11-13,1517.646886919636
1610612761,TOR,2015-11-13,1521.3219755343691
1610612762,UTA,2015-11-13,1500.1839776984998
1610612763,MEM,2015-11-13,1473.1672445345575
1610612764,WAS,2015-11-13,1489.3557468955082
